rup_mag,rup_rake,dist_rrup,site_vs30,result_type,damping,0.010, 0.015, 0.020, 0.025, 0.030, 0.040, 0.050, 0.060, 0.070, 0.080, 0.090, 0.100, 0.150, 0.200, 0.250, 0.300, 0.350, 0.400, 0.450, 0.500, 0.550, 0.600, 0.650, 0.700, 0.750, 0.800, 0.850, 0.900, 0.950, 1.000, 1.050, 1.100, 1.150, 1.200, 1.250, 1.300, 1.350, 1.400, 1.450, 1.500, 1.550, 1.600, 1.650, 1.700, 1.750, 1.800, 1.850, 1.900, 1.950, 2.000, 2.500, 3.000, 3.500, 4.000, 5.000, 6.000, 7.000, 8.000, 10.00,pga,pgv
4,0,0,1105,MEAN,5,0.050546,0.057367,0.068373,0.080617,0.091866,0.1073,0.11499,0.11773,0.11743,0.11535,0.11264,0.10942,0.091605,0.075799,0.062957,0.052628,0.043621,0.035938,0.029727,0.024854,0.020867,0.017672,0.015094,0.012954,0.011192,0.0097023,0.0084778,0.0074496,0.0065808,0.0058425,0.0052126,0.0046709,0.0042044,0.0038003,0.0034483,0.0031406,0.0028708,0.0026322,0.0024213,0.0022342,0.002067,0.0019178,0.0017837,0.0016629,0.0015539,0.0014551,0.0013655,0.0012838,0.0012092,0.001141,0.00069141,0.00046634,0.00033893,0.00026025,0.00016906,0.00011942,8.9127e-05,6.9156e-05,4.5156e-05,0.048404,1.2885
4,0,1,1105,MEAN,5,0.050546,0.057367,0.068373,0.080617,0.091866,0.1073,0.11499,0.11773,0.11743,0.11535,0.11264,0.10942,0.091605,0.075799,0.062957,0.052628,0.043621,0.035938,0.029727,0.024854,0.020867,0.017672,0.015094,0.012954,0.011192,0.0097023,0.0084778,0.0074496,0.0065808,0.0058425,0.0052126,0.0046709,0.0042044,0.0038003,0.0034483,0.0031406,0.0028708,0.0026322,0.0024213,0.0022342,0.002067,0.0019178,0.0017837,0.0016629,0.0015539,0.0014551,0.0013655,0.0012838,0.0012092,0.001141,0.00069141,0.00046634,0.00033893,0.00026025,0.00016906,0.00011942,8.9127e-05,6.9156e-05,4.5156e-05,0.048404,1.2885
4,0,2,1105,MEAN,5,0.04002,0.045468,0.054223,0.063512,0.071843,0.082813,0.089044,0.092251,0.092972,0.091863,0.090238,0.088011,0.074189,0.061487,0.05111,0.042889,0.035442,0.029274,0.024143,0.020213,0.016921,0.014311,0.012231,0.010482,0.0090378,0.0078001,0.0068013,0.0059633,0.0052563,0.0046567,0.0041461,0.0037077,0.0033314,0.003006,0.0027233,0.0024767,0.0022611,0.002071,0.0019033,0.0017549,0.0016227,0.0015049,0.0013993,0.0013044,0.001219,0.0011417,0.0010717,0.001008,0.00095002,0.00089704,0.00054981,0.00037664,0.00027809,0.00021656,0.00014357,0.00010248,7.6728e-05,5.9435e-05,3.8375e-05,0.038231,1.0303
4,0,3,1105,MEAN,5,0.027108,0.03069,0.036573,0.042855,0.048509,0.055951,0.06037,0.062885,0.063649,0.063071,0.062133,0.060748,0.05165,0.043065,0.035965,0.030326,0.02511,0.020807,0.017181,0.014415,0.012072,0.010217,0.0087396,0.0074903,0.006455,0.005563,0.004846,0.0042439,0.0037357,0.0033045,0.0029375,0.0026224,0.0023521,0.0021185,0.0019158,0.0017392,0.0015849,0.0014491,0.0013295,0.0012237,0.0011297,0.001046,0.00097127,0.00090412,0.00084374,0.00078926,0.00074,0.00069529,0.00065461,0.00061752,0.0003764,0.0002578,0.00019091,0.00014937,0.00010001,7.1972e-05,5.4204e-05,4.215e-05,2.7304e-05,0.025913,0.70785
4,0,4,1105,MEAN,5,0.019641,0.022118,0.026295,0.03091,0.035148,0.040902,0.04428,0.046154,0.046713,0.046316,0.045646,0.044664,0.038218,0.03206,0.026908,0.022767,0.01893,0.015723,0.013024,0.010948,0.0091902,0.0077907,0.00667,0.0057225,0.0049356,0.0042583,0.0037107,0.0032501,0.0028606,0.0025297,0.0022476,0.0020053,0.0017972,0.0016173,0.001461,0.0013249,0.0012059,0.0011012,0.0010089,0.00092739,0.00085495,0.00079049,0.0007329,0.00068123,0.00063479,0.00059292,0.00055509,0.00052078,0.0004896,0.00046119,0.00027746,0.00018816,0.00013842,0.00010789,7.2064e-05,5.1948e-05,3.9262e-05,3.0663e-05,2.0041e-05,0.01882,0.51927
4,0,5,1105,MEAN,5,0.014976,0.016772,0.019874,0.023425,0.026758,0.031446,0.034168,0.035621,0.03604,0.035753,0.035239,0.0345,0.029683,0.025035,0.021106,0.017907,0.014951,0.012443,0.010342,0.008707,0.0073284,0.0062236,0.005333,0.0045811,0.0039557,0.0034187,0.0029812,0.0026125,0.0023002,0.0020344,0.0018076,0.0016124,0.0014446,0.0012994,0.0011732,0.0010631,0.00096684,0.00088209,0.00080743,0.00074139,0.00068273,0.00063052,0.00058388,0.00054204,0.00050445,0.00047056,0.00043996,0.00041222,0.00038701,0.00036407,0.00021618,0.00014498,0.00010575,8.1947e-05,5.44e-05,3.9167e-05,2.9651e-05,2.3231e-05,1.5306e-05,0.014387,0.40056
4,0,6,1105,MEAN,5,0.011861,0.013213,0.015599,0.018418,0.021118,0.025045,0.027318,0.028498,0.028835,0.028628,0.028224,0.027649,0.023907,0.02026,0.017149,0.014583,0.012223,0.010189,0.0084958,0.0071626,0.0060435,0.0051412,0.0044093,0.0037924,0.0032786,0.0028385,0.0024773,0.0021724,0.0019136,0.0016931,0.0015046,0.0013422,0.0012024,0.0010813,0.00097596,0.00088401,0.00080353,0.00073263,0.00067015,0.00061486,0.00056573,0.000522,0.00048291,0.00044786,0.00041637,0.00038798,0.00036235,0.00033912,0.00031802,0.00029882,0.00017538,0.00011638,8.4188e-05,6.4836e-05,4.2729e-05,3.0686e-05,2.3238e-05,1.8243e-05,1.2096e-05,0.011422,0.32076
4,0,7,1105,MEAN,5,0.0096694,0.010719,0.012605,0.014896,0.017129,0.020478,0.022425,0.02342,0.023711,0.023566,0.023246,0.022788,0.019797,0.016848,0.01431,0.012194,0.010256,0.008562,0.0071595,0.0060439,0.0051111,0.0043549,0.0037381,0.0032189,0.002786,0.002416,0.0021104,0.0018519,0.0016323,0.0014448,0.0012843,0.0011459,0.0010266,0.00092315,0.00083307,0.00075437,0.00068545,0.0006247,0.00057112,0.00052369,0.00048153,0.000444,0.00041043,0.00038034,0.0003533,0.00032892,0.00030692,0.00028697,0.00026886,0.00025238,0.00014664,9.6403e-05,6.9196e-05,5.2977e-05,3.4654e-05,2.4807e-05,1.8776e-05,1.4756e-05,9.8285e-06,0.0093322,0.26429
4,0,8,1105,MEAN,5,0.0080633,0.0088975,0.010422,0.012318,0.014196,0.01709,0.018787,0.019653,0.019917,0.019821,0.019566,0.019197,0.016751,0.014311,0.012193,0.01041,0.0087812,0.0073414,0.0061542,0.0052016,0.0044077,0.003761,0.003231,0.0027854,0.0024134,0.0020961,0.0018324,0.0016092,0.0014191,0.0012567,0.0011175,0.00099732,0.0008936,0.00080356,0.0007251,0.00065651,0.00059638,0.00054336,0.00049657,0.00045513,0.00041828,0.00038546,0.0003561,0.00032979,0.00030613,0.00028481,0.00026555,0.00024811,0.00023226,0.00021785,0.00012549,8.182e-05,5.8318e-05,4.4405e-05,2.8837e-05,2.0569e-05,1.5551e-05,1.2226e-05,8.1693e-06,0.0077975,0.22265
